Title,Authors,volumeInfo.description,volumeInfo.pageCount,volumeInfo.categories,volumeInfo.averageRating,volumeInfo.ratingsCount,volumeInfo.imageLinks.thumbnail,volumeInfo.previewLink,volumeInfo.subtitle,BuyLink
A Visual Guide to Essay Writing,['Valli Rao'],"""A guide to creating and structuring argument in essays at tertiary level.""--Provided by publisher.",85.0,['Academic writing'],,,http://books.google.com/books/content?id=vWhj1UFpV7sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=vWhj1UFpV7sC&printsec=frontcover&dq=Essays&hl=&as_brr=1&cd=351&source=gbs_api,How to Develop and Communicate Academic Argument,No link available
"An Essay Towards a Real Character, and a Philosophical Language",['John Wilkins'],"Bound with the author's An alphabetical dictionary. London, 1668.",656.0,['English language'],5.0,1.0,http://books.google.com/books/content?id=BCCtZjBtiEYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=BCCtZjBtiEYC&printsec=frontcover&dq=Essays&hl=&as_brr=1&cd=354&source=gbs_api,,https://play.google.com/store/books/details?id=BCCtZjBtiEYC&rdid=book-BCCtZjBtiEYC&rdot=1&source=gbs_api
"Successful Essay Writing for Senior High School, College and University",['Barry Spurr'],"Following a history of Chinese calligraphy — going all the way back to the pictographic beginnings of Chinese writing more than 4,000 years ago — the author explains the basic construction of individual characters and the ways in which calligraphy is used by Chinese artists, including calligraphic seals and inscriptions on paintings.",100.0,['English language'],4.0,1.0,http://books.google.com/books/content?id=CorgfFb1RXAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=CorgfFb1RXAC&printsec=frontcover&dq=Essays&hl=&as_brr=1&cd=358&source=gbs_api,,No link available
An Essay on Archery,['Walter Michael Moseley'],"This lengthy essay was published in 1792 and covers a worldwide, all-inclusive history of archery, various practices and equipment.",396.0,['Archery'],,,http://books.google.com/books/content?id=Tk0QAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=Tk0QAAAAYAAJ&printsec=frontcover&dq=Essays&hl=&as_brr=1&cd=366&source=gbs_api,"Describing the Practice of that Art, in All Ages and Nations",https://play.google.com/store/books/details?id=Tk0QAAAAYAAJ&rdid=book-Tk0QAAAAYAAJ&rdot=1&source=gbs_api
"An Essay on Newton's ""Principia""",['Walter William Rouse Ball'],"Introductory -- Investigations in 1666 -- In 1679 -- In 1684 -- Preparation of the Principia, 1685-1687 -- Analysis of the Principia -- Investigations from 1687 to 1726 -- Appendices. a. Correspondence between Hooke and Newton, 1678-1680. b. Correspondence between Halley and Newton, 1686-1687. c. On the correspondence concerning the production of the 2nd edition of the Principia. d. On the correspondence concerning the production of the 3d edition of the Principia.",195.0,"['Mechanics, Analytic']",,,http://books.google.com/books/content?id=xIkn3eFNy20C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=xIkn3eFNy20C&pg=PP1&dq=Essays&hl=&as_brr=1&cd=406&source=gbs_api,,https://play.google.com/store/books/details?id=xIkn3eFNy20C&rdid=book-xIkn3eFNy20C&rdot=1&source=gbs_api
"Abraham Lincoln, an Essay",['Carl Schurz'],"This essay was originally published in ""The Atlantic Monthly"" as a review of ""Abraham Lincoln, a History,"" by John G. Nicolay and John Hay. Owing to many suggestions and requests which have come from various quarters to the author as well as the pbulishers, a republication in book form has been undertaken, and the original text has been revised and slightly modified to addapt it to that purpose.",130.0,,,,http://books.google.com/books/content?id=WBkTAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=WBkTAAAAYAAJ&printsec=frontcover&dq=Essays&hl=&as_brr=1&cd=482&source=gbs_api,,https://play.google.com/store/books/details?id=WBkTAAAAYAAJ&rdid=book-WBkTAAAAYAAJ&rdot=1&source=gbs_api
Elements of Psychology: Included in a Critical Examination of Locke's Essay on the Human Understanding,['Victor Cousin'],"""The body of this work consists of a critical examination of Locke's Essay on the human understanding by Locke. It is a translation of ten lectures--running form the sixteenth to the twenty-fifth--found in M. Cousin's History of Philosophy in the Eighteenth Century. In the introduction to the first edition, a brief exposition of Cousin's philosophical system was attempted. In the second edition, this part of the introduction was thrown out, and in place of it a selection of additional pieces from the author's writings was provided. It was thought best to present these expositions in Cousin's own language. In the present edition, a few more short pieces are added to this selection""--Preface. (PsycINFO Database Record (c) 2008 APA, all rights reserved)",490.0,['Psychology'],,,http://books.google.com/books/content?id=VbAAAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=VbAAAAAAMAAJ&pg=PR23&dq=Essays&hl=&as_brr=1&cd=524&source=gbs_api,,https://play.google.com/store/books/details?id=VbAAAAAAMAAJ&rdid=book-VbAAAAAAMAAJ&rdot=1&source=gbs_api
Naval Leadership in the Atlantic World,"['Richard Harding', 'Agustín Guimerá']","The naval leader has taken centre stage in traditional naval histories. However, while the historical narrative has been fairly consistent the development of various navies has been accompanied by assumptions, challenges and competing visions of the social characteristics of naval leaders and of their function. Whilst leadership has been a constant theme in historical studies, it has not been scrutinised as a phenomenon in its own right. This book examines the critical period in Europe between 1700 -1850, when political, economic and cultural shifts were bringing about a new understanding of the individual and of society. Bringing together context with a focus on naval leadership as a phenomenon is at the heart of this book, a unique collaborative venture between British, French and Spanish scholars. As globalisation develops in the twenty-first century the significance of navies looks set to increase. This volume of essays aims to place naval leadership in its historical context. An electronic version of this book is freely available, thanks to the support of libraries working with Knowledge Unlatched. KU is a collaborative initiative designed to make high quality books Open Access for the public good. The Open Access ISBN for this book is 978-1-911534-76-1. More information about the initiative and details about KU’s Open Access programme can be found at www.knowledgeunlatched.org",212.0,['History'],,,http://books.google.com/books/content?id=EZMMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=EZMMEAAAQBAJ&pg=PA5&dq=Essays&hl=&as_brr=1&cd=557&source=gbs_api,"The Age of Reform and Revolution, 1700–1850",https://play.google.com/store/books/details?id=EZMMEAAAQBAJ&rdid=book-EZMMEAAAQBAJ&rdot=1&source=gbs_api
Asiatic Review,Unknown,"Beginning in 1895, includes the Proceedings of the East India Association.",906.0,['Asia'],,,http://books.google.com/books/content?id=6VDVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=6VDVAAAAMAAJ&pg=PA182&dq=Essays&hl=&as_brr=1&cd=561&source=gbs_api,,https://play.google.com/store/books/details?id=6VDVAAAAMAAJ&rdid=book-6VDVAAAAMAAJ&rdot=1&source=gbs_api
The Struggle of the Shi‘is in Indonesia,['Zulkifli'],"The Struggle of the Shi‘is in Indonesia is a pioneering work. It is the first comprehensive scholarly examination in English of the development of Shiism in Indonesia. It focuses primarily on the important period between 1979 and 2004 – a period of nearly a quarter of a century that saw the notable dissemination of Shi’i ideas and a considerable expansion of the number of Shi’i adherents in Indonesia. Since Islam in Indonesia is overwhelmingly Sunni, this development of Shiism in a predominantly Sunni context is a remarkable phenomenon that calls for careful, critical investigation. There is also an important examination of the principal ideas underlying the Madhab Ahl al-Bayt, the Imamate and Imam Madhi, Ja‘fari jurisprudence and ritual piety. Appropriately, in his discussion, Zulkifli provides a succinct outline of contrasts with Sunni ideas and practice. He also examines the publishing efforts that underpinned the dissemination of Shi’i ideas and the founding of IJABI (Ikatan Jamaah Ahlul Bait Indonesia) in July 2000 for the propagation of Ahl al-Bayt teachings. Given the Indonesian context, Zulkifli is also concerned with Sunni reactions to these Shi’i developments – a story that continues to unfold to the present. This book as a work of great value and significance for the continuing understanding of the richness and complexity of Indonesian Islam.",328.0,['Religion'],,,http://books.google.com/books/content?id=IbhIAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=IbhIAgAAQBAJ&pg=PA71&dq=Essays&hl=&as_brr=1&cd=602&source=gbs_api,,No link available
Miscellaneous Essays,['Thomas De Quincey'],"""Solitude, though it may be silent as light, is like light, the mightiest of agencies; for solitude is essential to man. All men come into this world alone and leave it alone."" -Thomas de Quincey Miscellaneous Essays (1851) is a collection of essays by Thomas De Quincey, who has been called ""...one of the greatest prose stylists of the English Romantic era."" It has also been said of the author that he ""was a pioneer in sensationalism,"" and it is that quality which characterizes this volume by expanding his writings on murder and death. The 8 titles it includes are, ""On the Knocking at the Gate,"" ""In Macbeth,"" ""Joan of Arc,"" ""The English Mail-Coach,"" ""The Vision of Sudden Death,"" ""Dinner, Real and Reputed,"" ""Orthographic Mutineers,"" ""Murder, Considered As One of the Fine Arts,"" and ""Second Paper on Murder,"" of which the last two essays are also available as individual releases from Cosimo Classics.",284.0,['Literary Collections'],,,http://books.google.com/books/content?id=HSkAAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=HSkAAAAAYAAJ&pg=PP1&dq=Essays&hl=&as_brr=1&cd=643&source=gbs_api,,https://play.google.com/store/books/details?id=HSkAAAAAYAAJ&rdid=book-HSkAAAAAYAAJ&rdot=1&source=gbs_api
Arts & Crafts Homes and the Revival,Unknown,"Devoted to the Arts and Crafts Movement past and present, this new magazine celebrates the revival of quality and craftsmanship. Each issue is a portfolio of the best work in new construction, restoration, and interpretive design, presented through intelligent writing and beautiful photographs. Offering hundreds of contemporary resources, it showcases the work not only of past masters, but also of those whose livelihoods are made in creating well-crafted homes and furnishings today. The emphasis is on today’s revival in architecture, furniture, and artisanry, informed by international Arts & Crafts and the early-20th-century movement in America: William Morris through the Bungalow era. Includes historic houses, essays and news, design details, how-to articles, gardens and landscape, kitchens and baths. Lots of expert advice and perspective for those building, renovating, or furnishing a home in the Arts & Crafts spirit. From the publisher of Old-House Interiors magazine and the Design Center Sourcebook. artsandcraftshomes.com",104.0,,,,http://books.google.com/books/content?id=DzgEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=DzgEAAAAMBAJ&printsec=frontcover&dq=Essays&hl=&as_brr=1&cd=658&source=gbs_api,,No link available
The Spirit of the Public Journals,"['Stephen Jones', 'Charles Molloy Westmacott']","Being an impartial selection of the most exquisite essays and jeux d'esprits, principally prose, that appear in the newspapers and other publications.",432.0,['English literature'],,,http://books.google.com/books/content?id=QWEAAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=QWEAAAAAYAAJ&printsec=frontcover&dq=Essays&hl=&as_brr=1&cd=664&source=gbs_api,,https://play.google.com/store/books/details?id=QWEAAAAAYAAJ&rdid=book-QWEAAAAAYAAJ&rdot=1&source=gbs_api
A Guide to Assessing Needs,"['Ryan Watkins', 'Maurya West Meiers', 'Yusra Visser']","Making informed decisions is the essential beginning to any successful development project. Before the project even begins, you can use needs assessment approaches to guide your decisions. This book is filled with practical strategies that can help you define the desired results and select the most appropriate activities for achieving them.",316.0,['Business & Economics'],,,http://books.google.com/books/content?id=T4ym7C0UqNYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=T4ym7C0UqNYC&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=4&source=gbs_api,"Essential Tools for Collecting Information, Making Decisions, and Achieving Development Results",https://play.google.com/store/books/details?id=T4ym7C0UqNYC&rdid=book-T4ym7C0UqNYC&rdot=1&source=gbs_api
Glossika Guide to FRENCH Pronunciation & Grammar,"['Clément Hattiger', 'Michael Campbell']","The secrets to pronunciation: how the French actually speak! Learn to recognize all the parts of speech. This guide gives you the all the essentials to build up a solid foundation in French pronunciation, including tips and tricks to sound more like a native speaker. Our comprehensive overview on parts of speech and how French grammar is structured will enable you to master the most essential verb conjugations and tenses quickly. What's Inside 1. A guide to French IPA, with a guide to modern sound changes of 21st century French, with special regard to nasal vowels 2. How to pronounce final consonants, plurals, and a special guide to 'tous' and 'plus' 3. The history of French words: how to recognize words you probably already know by simple spelling changes 4. Quick guide on how to know the gender of French vocabulary 5. When to use vous and tu, nous and on 6. Most essential verbs and verb conjugations, with a chapter dedicated to negation 7. Basic verb tense patterns with time words 8. Most essential adverbs and prepositions >> Sign up (https://bit.ly/2p7jIgl) now and get 1000 reps of audio training and 7-day access to premium features for free! >> Learn French with Glossika: https://bit.ly/2zM5lnN >> Download all Glossika guides here: https://ai.glossika.com/free-download",53.0,['Foreign Language Study'],,,http://books.google.com/books/content?id=0SJaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=0SJaDwAAQBAJ&pg=PA1&dq=Guide&hl=&as_brr=1&cd=5&source=gbs_api,,https://play.google.com/store/books/details?id=0SJaDwAAQBAJ&rdid=book-0SJaDwAAQBAJ&rdot=1&source=gbs_api
"Vault Guide to Resumes, Cover Letters & Interviews","['Howard Leifman', 'Marcy Lerner', 'Vault (Firm)']","From writing top-notch resumes and sending tailored cover letters to going on winning interviews, this best-selling Vault guide is a comprehensive one-volume job search source.",162.0,['Cover letters'],,,http://books.google.com/books/content?id=JnO8LeJvs2MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=JnO8LeJvs2MC&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=13&source=gbs_api,,No link available
Coders' Specialty Guide 2022: Ophthalmology/ Optometry,['AAPC'],"Need more time to tackle your workload? You came to the right place. We know how the minutes add up and every second counts. That’s why we created the Coders’ Specialty Guide 2022: Ophthalmology/ Optometry. Now you can find all the coding details you need to choose the right code — on a single page! The Coders' Specialty Guide 2022: Ophthalmology/ Optometry makes coding quick and easy. Accurately code your ophthalmology procedures and get the reimbursement you deserve with the latest CPT® and HCPCS codes, lay terms, CCI edits, illustrations, and so much more — at your fingertips. Reel in claim denials and conquer 2022 code changes with: Ophthalmology and optometry CPT® codes for 2022 with official descriptors for Categories I-III Expert advice for new and revised codes Lay term explanations of how procedures are performed Medicare reimbursement info with RVUs Correct coding initiative edits (CCIs) Coding indicators for pre-, post-, and intra-operative, global periods, and diagnostic tests Appendix of ophthalmology and optometry terms and definitions HCPCS codes with lay terms and expert tips to boost your reimbursement ICD-10-CM-to- CPT® crosswalks to establish medical necessity Detailed code index for simpler code searching Page headers and tabs that make code look up less cumbersome Illustrations with code captions Much more *CPT® is a registered trademark of the American Medical Association.",18.0,['Medical'],,,http://books.google.com/books/content?id=dSVAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=dSVAEAAAQBAJ&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=16&source=gbs_api,,No link available
A Working Woman's Guide to Her Job Rights,Unknown,"Discusses how women can assert their job rights in getting a job, on the job and after retirement. Appendixes on federal and state agencies, sample complaint forms and resources. Also helpful to divorcees or widows who may never have been employed.",88.0,['Electronic books'],,,http://books.google.com/books/content?id=PX1MNkNA3U0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=PX1MNkNA3U0C&pg=PP1&dq=Guide&hl=&as_brr=1&cd=17&source=gbs_api,,No link available
Vault Guide to Flight Attendant Careers,['Mark Gazdik'],This new Vault guide to Flight Attendant Careers provides the inside scoop on everything from training programs and unions to crew schedules and perks for this exciting career.,162.0,['Career education'],,,http://books.google.com/books/content?id=OjiI0S-Q3W8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=OjiI0S-Q3W8C&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=22&source=gbs_api,,No link available
Vault Career Guide to Private Wealth Management,['Michael J. Martinez'],"Private wealth management, also called private banking, is a specialized branch of the investment community that provides one-stop shopping for products and services needed by the wealthy.",237.0,['Banks and banking'],,,http://books.google.com/books/content?id=cuseaZWNAvUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=cuseaZWNAvUC&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=26&source=gbs_api,,No link available
PDCA Cost and Estimating Guide Volume I,Unknown,"Practices and Procedures is the ""how to"" manual for estimating painting and related work. Quality takeoff procedures and estimating methods are thoroughly described and discussed. All elements of proper job pricing are described including the evaluation of labor, material, additional job costs, overhead, and profit. Working blueprints and sample estimates are a part of the manual. Job costing methods and their relationship to estimating is included.",114.0,,4.0,1.0,http://books.google.com/books/content?id=MdH5SGBldocC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=MdH5SGBldocC&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=30&source=gbs_api,Practices and Procedures,No link available
"The Hedaya, Or Guide",['ʻAlī ibn Abī Bakr Marghīnānī'],Translated ... by C. Hamilton. with preface and index by S.G. Grady,874.0,['Hanafites'],,,http://books.google.com/books/content?id=tc4DAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=tc4DAAAAQAAJ&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=31&source=gbs_api,A Commentary on the Mussulman Laws,https://play.google.com/store/books/details?id=tc4DAAAAQAAJ&rdid=book-tc4DAAAAQAAJ&rdot=1&source=gbs_api
Vault Guide to Bankruptcy Law Careers,['Seth A. Stuhl'],"What is the uniform of a bankruptcy lawyer? The rolled-up sleeves of the litigator, poring over library treatises?",168.0,['Bankruptcy lawyers'],,,http://books.google.com/books/content?id=96kIg4mRZQkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=96kIg4mRZQkC&pg=PP1&dq=Guide&hl=&as_brr=1&cd=32&source=gbs_api,,No link available
Coders' Specialty Guide 2022: Orthopedics (Volume 1 & II),['AAPC'],"Find all the coding details for upper, lower, and spinal orthopedic services, plus all 2022 orthopedics CPT® and HCPCS code changes, in a single convenient resource. Coding was never more accurate than with the Coders’ Specialty Guide 2022: Orthopedics (Volume 1 & II). This two-volume resource lays out every indicator you need for each code on a single page, giving you at-a-glance access to ICD-10 CrossRefs, CCI edits, RVUs, code descriptors, lay terms, anatomical illustrations, and coding, billing, and reimbursement tips. Ace your orthopedics procedure reporting with these essential features: 2022 new and revised CPT® codes for orthopedics with official descriptors for Categories I-III Lay term description for each procedure Descriptive illustrations to help you select codes accurately Reliable coding and billing advice for specific codes CPT® and HCPCS modifier crosswalk for procedures Medicare physician fee schedule (physicians and hospitals) with RVUs Coding indicators (pre-, post-, intra-operative, global periods, and diagnostic tests) CCI edits Appendix with orthopedics medical terms HCPCS codes, lay explanations, and tips to protect your reimbursement for supplies/equipment/drugs ICD-10-CM-to-CPT® crosswalks to effectively code procedures Comprehensive code index with page numbers for quicker code look-up Color-coded tabs to help you navigate easily Accurate coding is a breeze with the right tools. Get the reimbursement you deserve with Coders’ Specialty Guide 2022: Orthopedics (Volume 1 & II). *CPT® is a registered trademark of the American Medical Association.",18.0,['Medical'],,,http://books.google.com/books/content?id=lyVAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=lyVAEAAAQBAJ&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=35&source=gbs_api,,No link available
Vault Guide to Human Resources Careers,['Susan D. Strayer'],"Get the inside scoop on exciting corporate anf entrepreneuership careers in this new Vault guide to human resources offering a detailed account of how HR fits in an organization, career paths, getting hired, education, salaries, professional development, typical HR functions and roles, and more.",184.0,['Career education'],,,http://books.google.com/books/content?id=5K3Enl6w22cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=5K3Enl6w22cC&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=37&source=gbs_api,,No link available
Vault Guide to Corporate Law Careers,['Zahie El Kouri'],This Vault career guide provides law students and legal professionals with an inside look at careers in corporate law.,124.0,['Career education'],1.0,1.0,http://books.google.com/books/content?id=DgPrfBaQjQgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=DgPrfBaQjQgC&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=38&source=gbs_api,,No link available
Vault Guide to the Top Internet Industry Employers,['Laurie Pasiuk'],"Vault brings its famed journalistic, insider approach to internet industry employers. The Guide provides business profiles, hiring and workplace culture information on top employers, including About, Agency, Amazon.com, America Online, Ask Jeeves, Google, EarthLink, eBay, HotJobs, Level 3 Communications, Priceline, Terra Lycos, Yahoo!, and more.",263.0,['Career education'],,,http://books.google.com/books/content?id=OPjwN9_FmkYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=OPjwN9_FmkYC&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=40&source=gbs_api,,No link available
Stern's Guide to the Greatest Resorts of the World,['Steven B. Stern'],"Stern's Guide to the Greatest Resorts of the World provides a detailed description of the most luxurious and exotic resorts around the world describing each resort in terms of history, accommodations, dining, sport facilities, shopping, entertainment and general environs. More than 700 color photos depict the special qualities and charm of each property. Arranged by location, including the continental United States, the Carribean, Mexico, Hawaii, the South seas and Far East, Africa and the Indian Ocean and Europe, the book supplies everything the traveler and travel agent need, including an up-to-date price list and a chart rating each resort in eleven categories. The Guide directs you to the most glamorous resorts in the world and helps you select the one most suited to your taste and budget. New resorts have been added to this edition.",460.0,['Travel'],,,http://books.google.com/books/content?id=OfRhN11wyq4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=OfRhN11wyq4C&pg=PP1&dq=Guide&hl=&as_brr=1&cd=41&source=gbs_api,,No link available
Learn to Drive Smart,['ICBC'],"Whether you are new to British Columbia, taking a re-examination, or brushing up on your driving skills, the Learn to Drive Smart guide gives you the basic information to help you drive safely. The guide will also help you prepare for the knowledge test, and Class 7 and Class 5 road tests. * Google Play may require a credit card to activate your account. ICBC does not collect your credit card information and the driving guides are free. Please see Google Play Terms of Service for more information.",177.0,['Study Aids'],,,http://books.google.com/books/content?id=dvPeAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=dvPeAgAAQBAJ&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=44&source=gbs_api,Your Guide to Driving Safely,No link available
Vault Guide to Starting Your Own Business,['Jonathan Reed Aspatore'],This professional guide from the Vault Career Library features entrepreneurship strategies and step-by-step explanations of how to establish a company.,174.0,['Career education'],,,http://books.google.com/books/content?id=FsGHxzetWqAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=FsGHxzetWqAC&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=46&source=gbs_api,,No link available
Wildland Fire Incident Management Field Guide,['NWCG'],"The Wildland Fire Incident Management Field Guide is a revision of what used to be called the Fireline Handbook, PMS 410-1. This guide has been renamed because, over time, the original purpose of the Fireline Handbook had been replaced by the Incident Response Pocket Guide, PMS 461. As a result, this new guide is aimed at a different audience, and it was felt a new name was in order.",,,,,http://books.google.com/books/content?id=3Pm_AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=3Pm_AwAAQBAJ&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=47&source=gbs_api,PMS-210,No link available
Vault Guide to Tax Law Careers,['Shannon King Nash'],"This guide offers expert advice on careers in tax law, including what kind of degree to get.",160.0,['Career education'],,,http://books.google.com/books/content?id=p1VeGHUTv_sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=p1VeGHUTv_sC&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=49&source=gbs_api,,No link available
A Guide to the World Bank,['World Bank'],"The World Bank Group is a vital source of financial and technical assistance to developing countries around the world. Its focus is on helping the poorest people in the poorest countries by using its financial resources, staff, and extensive experience to aid countries in reducing poverty, increasing economic growth, and improving quality of life. In partnership with more than 100 developing countries, the Bank Group is striving to improve health and education, fight corruption, boost agricultural support, build roadsand ports, and protect the environment. Other projects are aimed at rebuilding war-torn countries or regions, providing basic services such as access to clean water, and encouraging investments that create jobs. In addition to this critical groundwork around the world, various parts of the World Bank Group are involved in activities ranging from conducting economic research and analysis to providing financial and advisory services to governments and private enterprises. This completely revised and updated second edition provides an accessible and straightforward overview of the World Bank Group's history, organization, mission, and purpose. Additionally, for those wishing to delve further into subjects of particular interest, the book guides readers to sources containing more detailed information, including annual reports, Web sites, publications, and e-mail addresses for various departments. It also provides information on how to work for or do business with the World Bank. A good introduction for anyone interested in understanding what the World Bank Group does and how it does it, this book shows readers who want to learn more where to begin.",272.0,['Business & Economics'],3.0,1.0,http://books.google.com/books/content?id=m20HvBf98X0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=m20HvBf98X0C&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=50&source=gbs_api,,https://play.google.com/store/books/details?id=m20HvBf98X0C&rdid=book-m20HvBf98X0C&rdot=1&source=gbs_api
GAO Cost Estimating and Assessment Guide,['Barry Leonard'],"To use public funds effectively, the gov¿t. must meet the demands of today's changing world by employing effective mgmt. practices and processes, including the measurement of gov¿t. program performance. Legislators, gov¿t. officials, and the public want to know whether gov¿t. programs are achieving their goals and what their costs are. To make those evaluations, reliable cost information is required and fed. standards have been issued for the cost accounting that is needed to prepare that information. This Cost Guide has been developed in order to establish a consistent methodology that is based on best practices and that can be used across the fed. gov¿t. for developing, managing, and evaluating capital program cost estimates. Illustrations.",438.0,,,,http://books.google.com/books/content?id=b4du4d0RrR8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=b4du4d0RrR8C&printsec=frontcover&dq=Guide&hl=&as_brr=1&cd=52&source=gbs_api,Best Practices for Developing and Managing Capital Program Costs,No link available
The Wildlife Conservation and Management Act 2013:,['Didi Wamukoya'],"The Wildlife Conservation and Management Act (WCMA) is an Act of Parliament that was enacted in 2013 and came into force in 2014. In its preamble, it states that it is an, ‘An Act of Parliament to provide for the protection, conservation, sustainable use and management of wildlife in Kenya and for connected purposes’. It has strong provisions that strictly regulate wildlife conservation, utilization and address wildlife crime and wildlife law enforcement; it also has stiff penalties for wildlife crimes.",78.0,['Law'],,,http://books.google.com/books/content?id=DBgmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=DBgmEAAAQBAJ&pg=PP1&dq=Guide&hl=&as_brr=1&cd=53&source=gbs_api,A Guide for Wildlife Rangers and Community Scouts in Kenya,No link available
